 5844.020835  -110.000000   -82.864592   -27.135408
 5844.062502  -108.000000   -82.080870   -25.919130
 5844.104168   -95.000000   -73.237523   -21.762477
 5844.145835   -92.000000   -71.130169   -20.869831
 5844.187502   -88.000000   -68.358032   -19.641968
 5844.229168   -87.000000   -67.664909   -19.335091
 5844.270835   -85.000000   -66.293670   -18.706330
 5844.312502   -75.000000   -59.259615   -15.740385
 5844.354168   -73.000000   -57.704011   -15.295989
 5844.395835   -69.000000   -54.815831   -14.184169
 5844.437502   -67.000000   -53.315189   -13.684811
 5844.479168   -59.000000   -47.606944   -11.393056
 5844.520835   -51.000000   -41.789726    -9.210274
 5844.562502   -49.000000   -40.158151    -8.841849
 5844.604168   -47.000000   -38.610010    -8.389990
 5844.645835   -42.000000   -34.969695    -7.030305
 5844.687502   -39.000000   -32.693976    -6.306024
 5844.729168   -35.000000   -29.732942    -5.267058
 5844.770835   -36.000000   -30.284385    -5.715615
 5844.812502   -36.000000   -30.218633    -5.781367
 5844.854168   -32.000000   -27.346554    -4.653446
 5844.895835   -27.000000   -23.705168    -3.294832
 5844.937502   -29.000000   -24.960047    -4.039953
 5844.979168   -32.000000   -27.032562    -4.967438
 5845.020835   -30.000000   -25.638176    -4.361824
 5845.062502   -23.000000   -20.653082    -2.346918
 5845.104168   -34.000000   -28.252627    -5.747373
 5845.145835   -33.000000   -27.681274    -5.318726
 5845.187502   -29.000000   -24.877595    -4.122405
 5845.229168   -25.000000   -21.988684    -3.011316
 5845.270835   -16.000000   -15.536683    -0.463317
 5845.312502   -18.000000   -16.727086    -1.272914
 5845.354168   -16.000000   -15.249531    -0.750469
 5845.395835   -17.000000   -15.862527    -1.137473
 5845.437502   -16.000000   -15.117098    -0.882902
 5845.479168   -11.000000   -11.533827     0.533827
 5845.520835    -9.000000    -9.988310     0.988310
 5845.562502   -13.000000   -12.700478    -0.299522
 5845.604168   -14.000000   -13.414628    -0.585372
 5845.645835   -17.000000   -15.530895    -1.469105
 5845.687502   -21.000000   -18.396779    -2.603221
 5845.729168   -20.000000   -17.777054    -2.222946
 5845.770835   -16.000000   -14.969225    -1.030775
 5845.812502   -17.000000   -15.608463    -1.391537
 5845.854168   -18.000000   -16.307146    -1.692854
 5845.895835   -15.000000   -14.201074    -0.798926
 5845.937502   -11.000000   -11.321747     0.321747
 5845.979168   -12.000000   -11.924265    -0.075735
 5846.020835   -15.000000   -14.009139    -0.990861
 5846.062502   -12.000000   -11.922910    -0.077090
 5846.104168   -12.000000   -11.867251    -0.132749
 5846.145835   -12.000000   -11.839492    -0.160508
 5846.187502   -10.000000   -10.408259     0.408259
 5846.229168   -14.000000   -13.175162    -0.824838
 5846.270835   -16.000000   -14.632000    -1.368000
 5846.312502   -15.000000   -13.973993    -1.026007
 5846.354168   -14.000000   -13.266987    -0.733013
 5846.395835   -12.000000   -11.837950    -0.162050
 5846.437502   -10.000000   -10.380776     0.380776
 5846.479168    -9.000000    -9.614927     0.614927
 5846.520835    -9.000000    -9.564059     0.564059
 5846.562502    -9.000000    -9.533117     0.533117
 5846.604168    -5.000000    -6.687764     1.687764
 5846.645835    -5.000000    -6.592084     1.592084
 5846.687502    -4.000000    -5.838048     1.838048
 5846.729168    -6.000000    -7.195128     1.195128
 5846.770835    -4.000000    -5.786501     1.786501
 5846.812502    -8.000000    -8.557705     0.557705
 5846.854168   -13.000000   -12.131543    -0.868457
 5846.895835   -17.000000   -15.057609    -1.942391
 5846.937502   -18.000000   -15.880097    -2.119903
 5846.979168   -19.000000   -16.659837    -2.340163
 5847.020835   -19.000000   -16.722353    -2.277647
 5847.062502   -20.000000   -17.466220    -2.533780
 5847.104168   -21.000000   -18.218522    -2.781478
 5847.145835   -21.000000   -18.266869    -2.733131
 5847.187502   -17.000000   -15.474857    -1.525143
 5847.229168   -14.000000   -13.304369    -0.695631
 5847.270835   -11.000000   -11.116248     0.116248
 5847.312502   -11.000000   -11.028933     0.028933
 5847.354168    -6.000000    -7.459220     1.459220
 5847.395835    -3.000000    -5.219101     2.219101
 5847.437502    -1.000000    -3.689601     2.689601
 5847.479168     0.000000    -2.879725     2.879725
 5847.520835    -1.000000    -3.502324     2.502324
 5847.562502    -4.000000    -5.582101     1.582101
 5847.604168    -5.000000    -6.309579     1.309579
 5847.645835    -1.000000    -3.500506     2.500506
 5847.687502     0.000000    -2.715698     2.715698
 5847.729168     0.000000    -2.657829     2.657829
 5847.770835     3.000000    -0.505168     3.505168
 5847.812502     1.000000    -1.830310     2.830310
 5847.854168    -5.000000    -6.053122     1.053122
 5847.895835    -5.000000    -6.147513     1.147513
 5847.937502    -6.000000    -6.881383     0.881383
 5847.979168    -4.000000    -5.501858     1.501858
 5848.020835    -3.000000    -4.771990     1.771990
 5848.062502     0.000000    -2.627652     2.627652
 5848.104168     1.000000    -1.850247     2.850247
 5848.145835     2.000000    -1.090179     3.090179
 5848.187502     1.000000    -1.743154     2.743154
 5848.229168     3.000000    -0.317609     3.317609
 5848.270835     1.000000    -1.671877     2.671877
 5848.312502     4.000000     0.439590     3.560410
 5848.354168    12.000000     6.150407     5.849593
 5848.395835     9.000000     4.222718     4.777282
 5848.437502     6.000000     2.140443     3.859557
 5848.479168     6.000000     2.122638     3.877362
 5848.520835     8.000000     3.544347     4.455653
